text,created_date,,,,,,,,,,,,,,,,
Sorry to hear that. Get home safely! And happy (late) Thanksgiving!!!pic.twitter.com/Mti9Ii7hbS,"2017-11-27T10:19:27.000Z""""",,,,,,,,,,,,,,,,
Only book SFO when it’s cheaper but would’ve been so worth the $50 not to be delayed three hours. Made the same mistake for next weekend’s flight, too.,,,,,,,,,,,,,,,,
Always my thought when people consider flying into SFO. OAK is my jam.,"2017-11-27T10:15:15.000Z""""",,,,,,,,,,,,,,,,
@ flySFO just landed after a 6 hour flight that was delayed 3 hours from NYC. Now we have to wait 30 minutes for a gate?! Let us out!,"2017-11-27T10:09:17.000Z""""",,,,,,,,,,,,,,,,
3 hour delay...why do I ever decide to fly into @ flySFO when flights to OAK are always on time?,"2017-11-27T10:00:57.000Z""""",,,,,,,,,,,,,,,,
FUCK @ flySFO IN SUCH A DEEP FUCKING WAY,"2017-11-27T09:28:23.000Z""""",,,,,,,,,,,,,,,,
So, really,,,,,,,,,,,,,,,,
Post-Thanksgiving travel at @ flySFO has backed up onto highways. Around 9:10pm, traffic from 101 southbound & 380 was backed up at least to the split of the ramp from 380 & 101 splitting to 101 & airport Traffic from 101 northbound backed up 101's right lanes to Hyatt Regency.,,,,,,,,,,,,,,,,
oops oh heck its raining a bit everybody PANIC!!,"2017-11-27T08:54:54.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/3GEe5v9OqXM,,,,,,,,,,,,,,,,
Hey @ flySFO, are you going to reimburse me for all of the online shopping I’m doing while stuck at the airport thanks to your delays? # thx,,,,,,,,,,,,,,,,
@ flySFO is a madness! All the traveling post # Thanksgivings,"2017-11-27T07:51:10.000Z""""",,,,,,,,,,,,,,,,
@ flySFO I’ve been traveling for over 12 hours when I’ve only needed to fly for under 3...and the waiting continues. Worst flight experience of my life including getting food poisoning at @ DFWAirport,"2017-11-27T07:35:35.000Z""""",,,,,,,,,,,,,,,,
It is done.pic.twitter.com/uMgAsrSHOa,"2017-11-27T07:34:14.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/0I9Tx2jVBnh,,,,,,,,,,,,,,,,
Will do! I doubt I will (Customer POC all week)... but if I get a free evening, will give a shout!,,,,,,,,,,,,,,,,
Let me know if you have any spare time this week!,"2017-11-27T07:04:29.000Z""""",,,,,,,,,,,,,,,,
Well, in about 2 hours I get that experience! I just hope the SF 49ers fans are out of Santa Clara by then!,,,,,,,,,,,,,,,,
Haven't noticed it too windy but the surprise rain has made 101 among others a mess.,"2017-11-27T07:02:40.000Z""""",,,,,,,,,,,,,,,,
Yes, that’s what the word was — that bad weather (winds) was causing them to have issues.,,,,,,,,,,,,,,,,
Weather probably. Not much by NYC standards but you know that rain and California just don't mix well!,"2017-11-27T07:01:00.000Z""""",,,,,,,,,,,,,,,,
Maybe back to Seattle!,"2017-11-27T06:27:08.000Z""""",,,,,,,,,,,,,,,,
Rain + Holiday Travel = A Zoo flying in and out of @ flySFO today pic.twitter.com/EEHA48IgHl,"2017-11-27T06:12:31.000Z""""",,,,,,,,,,,,,,,,
Update: @ SouthwestAir & @ flySFO hosed me by delaying my flight tonight to almost 3 hours later it’s not like I have an 8AM or anything (I do),"2017-11-27T06:06:07.000Z""""",,,,,,,,,,,,,,,,
I’m going to be very disappointed if there is no show of hands in your talk,"2017-11-27T06:01:39.000Z""""",,,,,,,,,,,,,,,,
@ flySFO Your operations are a complete dumpster fire today. What's the deal?,"2017-11-27T05:16:47.000Z""""",,,,,,,,,,,,,,,,
Haaaa. I was in SF for all of about an hour and had to step over a writhing naked person while I was there. Classic SF.,"2017-11-27T04:53:44.000Z""""",,,,,,,,,,,,,,,,
I have been going back and forth on asking for a Show of Hands in my Nodevember talk and have thought of you every time I've put it in.,"2017-11-27T04:53:04.000Z""""",,,,,,,,,,,,,,,,
I’m not sure yet! (But it’s not San Francisco.),"2017-11-27T04:49:29.000Z""""",,,,,,,,,,,,,,,,
Looking out toward @ flySFO Sunday. Possible delays due to the low clouds. pic.twitter.com/dYua5gggFd,"2017-11-27T04:43:48.000Z""""",,,,,,,,,,,,,,,,
Where are you going? Back to Seattle?,"2017-11-27T04:42:02.000Z""""",,,,,,,,,,,,,,,,
I’m sure between @ seldo, @ erinspice,,,,,,,,,,,,,,,,
IT’S OK, I GET TO GO TO # NODEVEMBER2017 INSTEAD,,,,,,,,,,,,,,,,
DAMMIT THE FOMO JUST KEEPS BUILDING,"2017-11-27T04:32:27.000Z""""",,,,,,,,,,,,,,,,
Now I remember why I hate flying out of @ flySFO... # AWSreinvent2017 # 3hourdelays,"2017-11-27T04:32:26.000Z""""",,,,,,,,,,,,,,,,
WAIT YOU’RE GOING TO RE:INVENT,"2017-11-27T04:29:01.000Z""""",,,,,,,,,,,,,,,,
One of the best things about leaving San Francisco is no more flying in or out of @ flySFO.,"2017-11-27T04:25:40.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/00bQQAOhsYR,,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9976 # TECHNOLOGY EXPERT http://ow.ly/lb1R30fnnEf # tech # bigdata # software # cloud @ AAAEDelivers @ Airport_Mag # career,"2017-11-27T04:10:04.000Z""""",,,,,,,,,,,,,,,,
Hey @ Delta this is terrible. On the plane now for 2 hours still at the gate. Not sure how @ flySFO remains a viable airport. pic.twitter.com/JCaKcPpmC9,"2017-11-27T03:51:15.000Z""""",,,,,,,,,,,,,,,,
Pro move,"2017-11-27T03:43:07.000Z""""",,,,,,,,,,,,,,,,
Coupla cups of chowdah deep, kid.,,,,,,,,,,,,,,,,
I’m assuming that the fine folks @ legalseafoods are keeping you well fed and hydrated during the delay,"2017-11-27T03:26:55.000Z""""",,,,,,,,,,,,,,,,
4 hours late due to light rain.... I guess @ flysfo is really sensetive to weather conditions...,"2017-11-27T03:22:26.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 9220 AIRPORT OPS. SUPV. (AIRFIELD OPS.) http://ow.ly/HWVA30fnnsm@airportscouncil … @ ACIWorld @ APIaviation # airports # job,"2017-11-27T03:10:04.000Z""""",,,,,,,,,,,,,,,,
It's all good southwest. Y'all don't control the weather, I'll just do my best to never fly into or out of @ flySFO again # repealandreplaceAirTrafficControl,,,,,,,,,,,,,,,,
@ flySFO why are there always delays without any real reason when flying in???WTF?!?! The worst!,"2017-11-27T02:59:15.000Z""""",,,,,,,,,,,,,,,,
The biggest shitshow of an airport,"2017-11-27T02:58:47.000Z""""",,,,,,,,,,,,,,,,
Miss u tho we should talk this week,"2017-11-27T02:47:37.000Z""""",,,,,,,,,,,,,,,,
Lol this is not a reply.,"2017-11-27T02:46:33.000Z""""",,,,,,,,,,,,,,,,
Lol, is there a hidden message here?,,,,,,,,,,,,,,,,
Your (my) periodic reminder that @ flySFO loses half its takeoff and landing capacity when it’s *foggy*. It should be the official mascot of Silicon Valley.,"2017-11-27T02:43:57.000Z""""",,,,,,,,,,,,,,,,
REAL ID- New ID requirements effective January 22, 2018. Visit http://www.flysfo.com/real-id for more info and to find out if your state is compliant or was granted an extension. # sfopic.twitter.com/gUepPuxLS8,,,,,,,,,,,,,,,,
@ AmericanAir—Sunday after thanksgiving @ flySFO and you staff TWO customer service reps on a bank of 15 stations? What day of the year are they all staffed???,"2017-11-27T02:37:05.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/cuhqtZMZ4Fp,,,,,,,,,,,,,,,,
Sigh. Here again. Flight 3+ hours delayed. Not the happiest person out there. (at @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/71QhdX8hOF3,,,,,,,,,,,,,,,,
Need to relax before or after your flight? Visit one of the # sfo yoga rooms located in Terminals 2 and 3. To learn more visit http://www.flysfo.com/content/yoga-room-0 … # namastepic.twitter.com/dYpHKtu0z0,"2017-11-27T02:00:13.000Z""""",,,,,,,,,,,,,,,,
Flight delayed 2 hours already to @ flySFO # holidaytravel,"2017-11-27T01:50:23.000Z""""",,,,,,,,,,,,,,,,
@ VirginAmerica I’m looking at you, too. WTF?? BOS>SFO.,,,,,,,,,,,,,,,,
Hey @ flySFO ...again...GFY with the 4+hour delays. Get your shit together.,"2017-11-27T01:36:02.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ejmL5zMqpsz,,,,,,,,,,,,,,,,
@ flySFO I’m leaving you a nasty yelp review every day for the rest of my life # SFO,"2017-11-27T01:25:36.000Z""""",,,,,,,,,,,,,,,,
And not sure why this is news? They’ve been there for years at @ flySFO and others.,"2017-11-27T01:20:55.000Z""""",,,,,,,,,,,,,,,,
Who else is stuck at @ flySFO ? Only ONE runway open the Sunday after a holiday.... # plzhelp,"2017-11-27T01:12:50.000Z""""",,,,,,,,,,,,,,,,
A scan from the archives, three @ united McDonnell Douglas DC-10’s at @ flySFO in the early 1990’s # avgeekhttps://flic.kr/p/21Ups8a,,,,,,,,,,,,,,,,
I must say @ flySFO isn’t really doing the fly part today. Delays inbound. Not sure why, but certainly not appreciated.,,,,,,,,,,,,,,,,
Karma for my post about the exit row... our plane has been grounded and @ flySFO isn’t taking any arriving flights at this point. Seriously?!,"2017-11-27T00:38:44.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a AIRPORT COMMUNICATIONS DISPATCHER http://ow.ly/tXG430fnmtu@AAAEDelivers … @ APCOIntl @ CALEA_org # job # jobs @ 911WF @ NCAPCO,"2017-11-27T00:10:03.000Z""""",,,,,,,,,,,,,,,,
In the 7 minutes since tweeting this we've been delayed another hour!! # 3hoursandcounting @ SouthwestAir,"2017-11-27T00:08:48.000Z""""",,,,,,,,,,,,,,,,
Flight delays @ flySFO more common than a cold # 2hoursandcounting,"2017-11-26T23:59:26.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/e35sKNKhz7M,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/cR7b2SXQote,,,,,,,,,,,,,,,,
This will ruin the stores in Fisherman’s Wharf. Tourist end up buying SF hoodies there,"2017-11-26T23:30:02.000Z""""",,,,,,,,,,,,,,,,
Leaving from O'Hare always means a delay. Downside of living in Chicago.,"2017-11-26T23:18:52.000Z""""",,,,,,,,,,,,,,,,
New , @ UniqloUSA vending machine ,,,,,,,,,,,,,,,,
Oh hey, I’m delayed flying into @ flySFO. That’s never happened ever... pic.twitter.com/CqXlvuINtd,,,,,,,,,,,,,,,,
Another @ JetBlue flight delayed into @ flySFO ill just be waiting atound here for a couple hours,"2017-11-26T22:32:38.000Z""""",,,,,,,,,,,,,,,,
Seriously, tear down Millbrae and build this. (With a BART station AND Airtrain),,,,,,,,,,,,,,,,
This could be us but u playin @ flySFO @ Caltrain @ SFBART @ CaHSRApic.twitter.com/nypypGA3zR,"2017-11-26T22:12:35.000Z""""",,,,,,,,,,,,,,,,
Dear @ flySFO: no one cares about shiny new terminals if they still grind to a halt every time @ KarlTheFog rolls in,"2017-11-26T22:10:10.000Z""""",,,,,,,,,,,,,,,,
Woke at 5am for a 9am flight that’s now delayed to noon. I hate @ united and @ flySFO,"2017-11-26T21:49:58.000Z""""",,,,,,,,,,,,,,,,
@ flySFO why the air traffic hold considering just light rain? Sitting on the runway @ORD on UA769 for hours....,"2017-11-26T21:45:06.000Z""""",,,,,,,,,,,,,,,,
@ united @ flySFO 2.5 hours plus delay out of ORD flying to SFO today due to light rain? C'mon man...,"2017-11-26T21:39:19.000Z""""",,,,,,,,,,,,,,,,
Strong winds and wet weather causing nearly 3-hour delays at @ flySFO on this busy travel day. @ CBSSFpic.twitter.com/qCwJsBjs13,"2017-11-26T21:26:16.000Z""""",,,,,,,,,,,,,,,,
At least I brought my umbrella to church,"2017-11-26T21:26:15.000Z""""",,,,,,,,,,,,,,,,
@ flySFO whose bright idea was it to close a runway on a holiday weekend?,"2017-11-26T21:14:40.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 5299 PLANNER 4 – ENVIRONMENTAL REVIEW http://ow.ly/gKkp30fnm2u@Earthjustice … @ sustaincities @ NEEFusa # jobs @ naaap,"2017-11-26T21:10:07.000Z""""",,,,,,,,,,,,,,,,
# SundayMorning # thanksgivingtravel the busiest US travel day of the day of the year looking good only minor delays expected @ flySFO @ EWRairport # NoBlizzard # DispatchSmarter # FlightExplorerpic.twitter.com/Q7hvJhLZL8,"2017-11-26T20:16:55.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/18sS46eu9m5,,,,,,,,,,,,,,,,
@ PilotKateBees please come! More Jumbos are always welcome :) Open invitation- when you come to SFO, I can show you all the best places around here,,,,,,,,,,,,,,,,
Only at @ flySFO would there be someone doing sun salutations in the restroom. # bathroomyoga # SundayMorning # goodbyesf,"2017-11-26T18:28:47.000Z""""",,,,,,,,,,,,,,,,
I’ve waited in line many times to fill my water bottle @ flySFO which was one of the first airports to have filling stations. And I have tendinitis, so filling a bottle from a water fountain is painful. It isn’t at a water filling station,,,,,,,,,,,,,,,,
Beep boop (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/fAos8WhlosI,,,,,,,,,,,,,,,,
If @ KarlTheFog isn’t around, the ‘south along the coast’ approach is absolutely stunning! pic.twitter.com/4xbmupM4pj,,,,,,,,,,,,,,,,
Not me! Have yet to fly to SFO! Can’t wait! X,"2017-11-26T11:42:19.000Z""""",,,,,,,,,,,,,,,,
Home, sweet home! (@San Francisco International Airport - @ flysfo in San Francisco,,,,,,,,,,,,,,,,
Absolutely tired of terrible coverage from @ TMobile @ flySFO. Can’t surf the internet properly, LTE continually cuts out,,,,,,,,,,,,,,,,
@ flySFO Sorry but what exactly is the idea behind having all of six Global Entry kiosks and one officer on duty? Massive line to get in.,"2017-11-26T06:15:38.000Z""""",,,,,,,,,,,,,,,,
An amazing photo. Wasn’t me though. I was in Cardiff being disappointed you a sporting event.,"2017-11-26T03:35:50.000Z""""",,,,,,,,,,,,,,,,
Nope,"2017-11-26T03:32:06.000Z""""",,,,,,,,,,,,,,,,
@ flySFO this alarm has been going for 30 minutes!! pic.twitter.com/KgQoe70pb9,"2017-11-26T03:09:43.000Z""""",,,,,,,,,,,,,,,,
Thanks @ SouthwestAir, we wish @ flySFO was as kind as you. Our flight landed at 1:50. It is 2:53 now and we still don't see bags from flight 688.,,,,,,,,,,,,,,,,
Hey @ flySFO kinda unprofessional to leave @ SouthwestAir flight 688 waiting for 30 minutes to get our checked bags. Still no baggage.pic.twitter.com/oYMhTZ8x8k,"2017-11-26T02:19:51.000Z""""",,,,,,,,,,,,,,,,
Hey @ PilotKateBees @ jumbo747pilot was it one of you hiding among the bushes at @ flySFO with this big girl? ;) The @ BoeingAirplanes 747 looks royal from every angle! # avgeekpic.twitter.com/aV0nQ9w8Ot,"2017-11-26T00:47:29.000Z""""",,,,,,,,,,,,,,,,
MyPOV: ground ops @ united @ flySFO still need work. No caterinf for #58 to Frankfurt in first. Hopefully this gets ironed out soon ;) pic.twitter.com/UyTgrkCJBY,"2017-11-26T00:46:22.000Z""""",,,,,,,,,,,,,,,,
On my way to Dresden Germany via Frankfurt! (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/4WbUEHDYzqm,,,,,,,,,,,,,,,,
Visit the @ SFOMuseum video arts room located pre-security on the departures level of International Terminal with daily operating hours of 5:00am to midnight. Even the # sfowagbrigade loves it! (Photo by SFO Museum)pic.twitter.com/BQ0MPyaVgX,"2017-11-25T23:45:12.000Z""""",,,,,,,,,,,,,,,,
REAL ID- New ID requirements effective January 22, 2018. Visit http://www.flysfo.com/real-id for more info and to find out if your state is compliant or was granted an extension. # sfopic.twitter.com/KOXkFp4qhk,,,,,,,,,,,,,,,,
Leftover turkey sandwich on tarmac. (@San Francisco International Airport - @ flysfo) https://www.swarmapp.com/c/1vgGiDMk2ij pic.twitter.com/cT4jFqcdMq,"2017-11-25T23:24:19.000Z""""",,,,,,,,,,,,,,,,
On the ground. West coast is the best coast (@San Francisco International Airport - @ flysfo in San Francisco, CA) https://www.swarmapp.com/c/gbn05EZv0r3,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ddoTmqGvflU,,,,,,,,,,,,,,,,
Everything has been going well at PHX!,"2017-11-25T20:00:37.000Z""""",,,,,,,,,,,,,,,,
It’s go time! Let’s go # Jaguars - Drinking an Anchor Steam Beer by @ AnchorBrewing at @ flysfo — http://untp.beer/s/c531299560,"2017-11-25T19:38:03.000Z""""",,,,,,,,,,,,,,,,
In addition to having your bags checked at @ flySFO, you can also wine taste for free,,,,,,,,,,,,,,,,
I'm at Rental Car Center - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/ljElSjYnBUH,,,,,,,,,,,,,,,,
I'm at SFO AirTrain Station - Garage G & BART - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/hpDYSaEcv7E,,,,,,,,,,,,,,,,
Thanks buddy. Hope to see you soon....,"2017-11-25T16:39:26.000Z""""",,,,,,,,,,,,,,,,
Safe travels,"2017-11-25T16:33:08.000Z""""",,,,,,,,,,,,,,,,
Massage @ British_Airways @ Elemis Spa in T5 has me all set for the BA287 to @ FlySFO. Time to chill....,"2017-11-25T16:28:15.000Z""""",,,,,,,,,,,,,,,,
Do you have Flightradar24 Gold?,"2017-11-25T15:34:23.000Z""""",,,,,,,,,,,,,,,,
@ flySFO does LiLou have a public schedule? I simply must meet her. I fly often from SFO and have found her to be rather incons'pig'uous # lifegoals # pigselfie,"2017-11-25T14:17:20.000Z""""",,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/7QFyH5eV082,,,,,,,,,,,,,,,,
Just saying, there are no cats on @ flySFO’s Wag Brigade. There are multiple adorable dogs,,,,,,,,,,,,,,,,
I'm at San Francisco International Airport - @ flysfo in San Francisco, CA https://www.swarmapp.com/c/1wzAhLJYAoX,,,,,,,,,,,,,,,,
In the @ flySFO airport headed back to @ Seattle ugh I hate planes and airports,"2017-11-25T06:56:38.000Z""""",,,,,,,,,,,,,,,,
@ flySFO is # hiring a 5299 PLANNER 4 – ENVIRONMENTAL REVIEW http://ow.ly/gKkp30fnm2u@Earthjustice … @ sustaincities @ NEEFusa # jobs @ naaap,"2017-11-25T06:10:03.000Z""""",,,,,,,,,,,,,,,,
Download the @ mobpassport app and breeze through customs! Visit http://www.flysfo.com/mobilepassport for more info. # sfopic.twitter.com/QPj7NaMa2u,"2017-11-25T03:40:08.000Z""""",,,,,,,,,,,,,,,,
